## SLURM PROLOG ###############################################################
##    Job ID : 8517581
##  Job Name : runs_rocksample_11_11_transformer
##  Nodelist : gpu2107
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 08:01:27 PM EST 2025
###############################################################################
obs (49,)
timesteps=1218600 - 1219560, avg episodic return=10.34
timesteps=1218568 - 1219560, avg episodic return=10.00
timesteps=1218600 - 1219560, avg episodic return=10.00
timesteps=1218568 - 1219528, avg episodic return=10.00
timesteps=1219592 - 1220552, avg episodic return=10.00
timesteps=1219624 - 1220584, avg episodic return=10.00
timesteps=1219624 - 1220584, avg episodic return=10.00
timesteps=1219624 - 1220520, avg episodic return=10.00
timesteps=1219592 - 1220584, avg episodic return=10.00
timesteps=1220648 - 1221608, avg episodic return=10.00
timesteps=1220648 - 1221608, avg episodic return=10.00
timesteps=1220616 - 1221608, avg episodic return=10.00
timesteps=1220712 - 1221608, avg episodic return=10.00
timesteps=1220648 - 1221608, avg episodic return=10.00
timesteps=1221640 - 1222632, avg episodic return=10.00
timesteps=1221672 - 1222568, avg episodic return=10.29
timesteps=1221640 - 1222632, avg episodic return=10.00
timesteps=1221640 - 1222504, avg episodic return=10.00
timesteps=1221640 - 1222600, avg episodic return=10.00
timesteps=1222728 - 1223656, avg episodic return=10.00
timesteps=1222664 - 1223624, avg episodic return=10.00
timesteps=1222664 - 1223656, avg episodic return=10.00
timesteps=1222664 - 1223656, avg episodic return=10.00
timesteps=1222696 - 1223656, avg episodic return=9.70
timesteps=1223720 - 1224648, avg episodic return=10.00
timesteps=1223720 - 1224680, avg episodic return=10.00
timesteps=1223688 - 1224680, avg episodic return=10.00
timesteps=1223720 - 1224680, avg episodic return=10.00
timesteps=1223688 - 1224552, avg episodic return=10.00
timesteps=1224776 - 1225672, avg episodic return=10.00
timesteps=1224744 - 1225704, avg episodic return=10.00
timesteps=1224712 - 1225704, avg episodic return=10.00
timesteps=1224712 - 1225608, avg episodic return=10.00
timesteps=1224712 - 1225704, avg episodic return=10.00
timesteps=1225768 - 1226696, avg episodic return=9.13
timesteps=1225736 - 1226728, avg episodic return=10.00
timesteps=1225736 - 1226728, avg episodic return=10.00
timesteps=1225736 - 1226696, avg episodic return=10.00
timesteps=1225736 - 1226728, avg episodic return=10.00
timesteps=1226760 - 1227656, avg episodic return=10.00
timesteps=1226760 - 1227720, avg episodic return=10.00
timesteps=1226760 - 1227752, avg episodic return=10.00
timesteps=1226792 - 1227752, avg episodic return=10.00
timesteps=1226760 - 1227752, avg episodic return=10.00
timesteps=1227784 - 1228776, avg episodic return=10.00
timesteps=1227784 - 1228776, avg episodic return=10.00
timesteps=1227784 - 1228776, avg episodic return=10.00
timesteps=1227784 - 1228776, avg episodic return=10.00
timesteps=1227784 - 1228776, avg episodic return=10.00
timesteps=1228840 - 1229800, avg episodic return=10.00
timesteps=1228808 - 1229800, avg episodic return=10.00
timesteps=1228840 - 1229800, avg episodic return=10.00
timesteps=1228808 - 1229800, avg episodic return=10.00
timesteps=1228808 - 1229800, avg episodic return=10.00
timesteps=1229832 - 1230792, avg episodic return=10.00
timesteps=1229832 - 1230824, avg episodic return=10.00
timesteps=1229832 - 1230792, avg episodic return=10.00
timesteps=1229832 - 1230760, avg episodic return=10.00
timesteps=1229928 - 1230824, avg episodic return=10.00
timesteps=1230888 - 1231848, avg episodic return=10.00
timesteps=1230856 - 1231848, avg episodic return=10.00
timesteps=1230856 - 1231848, avg episodic return=10.00
timesteps=1230888 - 1231848, avg episodic return=10.00
timesteps=1230856 - 1231848, avg episodic return=10.00
timesteps=1231880 - 1232808, avg episodic return=10.00
timesteps=1231912 - 1232872, avg episodic return=10.00
timesteps=1231912 - 1232872, avg episodic return=10.00
timesteps=1231912 - 1232872, avg episodic return=10.37
timesteps=1231912 - 1232872, avg episodic return=10.00
timesteps=1232904 - 1233864, avg episodic return=10.71
timesteps=1232904 - 1233864, avg episodic return=10.26
timesteps=1232936 - 1233896, avg episodic return=10.00
timesteps=1232936 - 1233896, avg episodic return=10.00
timesteps=1232904 - 1233896, avg episodic return=10.00
timesteps=1233960 - 1234856, avg episodic return=9.60
timesteps=1233960 - 1234888, avg episodic return=10.00
timesteps=1233960 - 1234920, avg episodic return=10.00
timesteps=1233928 - 1234888, avg episodic return=10.00
timesteps=1233928 - 1234920, avg episodic return=10.00
timesteps=1234984 - 1235944, avg episodic return=10.40
timesteps=1234952 - 1235944, avg episodic return=10.00
timesteps=1234952 - 1235944, avg episodic return=10.00
timesteps=1234984 - 1235912, avg episodic return=10.00
timesteps=1234984 - 1235912, avg episodic return=10.00
timesteps=1236072 - 1236968, avg episodic return=10.00
timesteps=1235976 - 1236936, avg episodic return=10.24
timesteps=1236008 - 1236968, avg episodic return=10.00
timesteps=1235976 - 1236936, avg episodic return=10.00
timesteps=1236008 - 1236968, avg episodic return=10.00
timesteps=1237000 - 1237896, avg episodic return=9.55
timesteps=1237000 - 1237960, avg episodic return=10.00
timesteps=1237032 - 1237960, avg episodic return=10.00
timesteps=1237000 - 1237992, avg episodic return=10.00
timesteps=1237000 - 1237928, avg episodic return=10.00
timesteps=1238024 - 1238952, avg episodic return=10.00
timesteps=1238088 - 1239016, avg episodic return=10.00
timesteps=1238024 - 1239016, avg episodic return=10.00
timesteps=1238056 - 1239016, avg episodic return=10.00
timesteps=1238024 - 1239016, avg episodic return=10.00
timesteps=1239048 - 1240040, avg episodic return=10.00
timesteps=1239080 - 1239976, avg episodic return=10.00
timesteps=1239048 - 1240040, avg episodic return=10.00
timesteps=1239048 - 1240008, avg episodic return=10.38
timesteps=1239080 - 1240040, avg episodic return=10.00
timesteps=1240136 - 1241000, avg episodic return=10.00
timesteps=1240104 - 1241000, avg episodic return=10.00
timesteps=1240072 - 1241064, avg episodic return=10.00
timesteps=1240072 - 1241064, avg episodic return=10.00
timesteps=1240104 - 1241032, avg episodic return=10.00
timesteps=1241128 - 1242088, avg episodic return=10.00
timesteps=1241096 - 1242088, avg episodic return=10.00
timesteps=1241128 - 1242088, avg episodic return=10.00
timesteps=1241096 - 1242088, avg episodic return=10.00
timesteps=1241096 - 1242088, avg episodic return=10.00
timesteps=1242120 - 1243016, avg episodic return=10.48
timesteps=1242120 - 1243112, avg episodic return=10.00
timesteps=1242120 - 1243112, avg episodic return=10.00
timesteps=1242120 - 1243112, avg episodic return=10.00
timesteps=1242120 - 1243080, avg episodic return=10.00
timesteps=1243208 - 1244072, avg episodic return=10.43
timesteps=1243144 - 1244040, avg episodic return=10.00
timesteps=1243144 - 1244136, avg episodic return=10.00
timesteps=1243176 - 1244072, avg episodic return=10.00
timesteps=1243144 - 1244136, avg episodic return=10.00
timesteps=1244168 - 1245128, avg episodic return=9.52
timesteps=1244168 - 1245160, avg episodic return=10.00
timesteps=1244232 - 1245160, avg episodic return=10.00
timesteps=1244264 - 1245160, avg episodic return=10.00
timesteps=1244168 - 1245128, avg episodic return=10.26
timesteps=1245224 - 1246024, avg episodic return=10.00
timesteps=1245192 - 1246184, avg episodic return=10.00
timesteps=1245192 - 1246184, avg episodic return=10.00
timesteps=1245192 - 1246120, avg episodic return=10.00
timesteps=1245192 - 1246184, avg episodic return=10.00
timesteps=1246280 - 1247208, avg episodic return=10.00
timesteps=1246248 - 1247176, avg episodic return=10.00
timesteps=1246248 - 1247176, avg episodic return=10.00
timesteps=1246216 - 1247208, avg episodic return=10.00
timesteps=1246216 - 1247208, avg episodic return=10.00
timesteps=1247240 - 1248200, avg episodic return=10.00
timesteps=1247272 - 1248232, avg episodic return=10.00
timesteps=1247272 - 1248200, avg episodic return=10.00
timesteps=1247240 - 1248200, avg episodic return=10.00
timesteps=1247240 - 1248232, avg episodic return=10.00
timesteps=1248296 - 1249256, avg episodic return=10.00
timesteps=1248264 - 1249256, avg episodic return=10.00
timesteps=1248264 - 1249256, avg episodic return=10.00
timesteps=1248392 - 1249224, avg episodic return=10.00
timesteps=1248264 - 1249256, avg episodic return=10.00
timesteps=1249288 - 1250280, avg episodic return=10.00
timesteps=1249352 - 1250248, avg episodic return=10.00
timesteps=1249320 - 1250280, avg episodic return=10.00
timesteps=1249448 - 1250184, avg episodic return=10.00
timesteps=1249288 - 1250280, avg episodic return=10.00
timesteps=1250312 - 1251304, avg episodic return=10.00
timesteps=1250312 - 1251304, avg episodic return=10.00
timesteps=1250312 - 1251304, avg episodic return=10.00
timesteps=1250312 - 1251240, avg episodic return=10.00
timesteps=1250312 - 1251304, avg episodic return=10.00
timesteps=1251368 - 1252328, avg episodic return=10.00
timesteps=1251368 - 1252328, avg episodic return=10.00
timesteps=1251368 - 1252328, avg episodic return=10.00
timesteps=1251432 - 1252232, avg episodic return=10.00
timesteps=1251400 - 1252328, avg episodic return=10.00
timesteps=1252360 - 1253320, avg episodic return=9.38
timesteps=1252360 - 1253352, avg episodic return=9.73
timesteps=1252360 - 1253352, avg episodic return=10.00
timesteps=1252360 - 1253288, avg episodic return=10.00
timesteps=1252360 - 1253352, avg episodic return=10.00
timesteps=1253384 - 1254376, avg episodic return=9.64
timesteps=1253384 - 1254376, avg episodic return=10.00
timesteps=1253416 - 1254376, avg episodic return=10.00
timesteps=1253416 - 1254376, avg episodic return=10.00
timesteps=1253384 - 1254376, avg episodic return=10.00
timesteps=1254472 - 1255400, avg episodic return=10.00
timesteps=1254408 - 1255368, avg episodic return=9.67
timesteps=1254408 - 1255400, avg episodic return=10.00
timesteps=1254440 - 1255368, avg episodic return=10.00
timesteps=1254408 - 1255368, avg episodic return=10.00
timesteps=1255464 - 1256424, avg episodic return=10.48
timesteps=1255432 - 1256392, avg episodic return=10.00
timesteps=1255432 - 1256424, avg episodic return=10.00
timesteps=1255496 - 1256424, avg episodic return=10.00
timesteps=1255432 - 1256424, avg episodic return=10.00
timesteps=1256456 - 1257448, avg episodic return=10.00
timesteps=1256456 - 1257448, avg episodic return=10.00
timesteps=1256456 - 1257448, avg episodic return=10.00
timesteps=1256456 - 1257416, avg episodic return=10.00
timesteps=1256456 - 1257448, avg episodic return=10.00
timesteps=1257480 - 1258472, avg episodic return=9.09
timesteps=1257480 - 1258440, avg episodic return=10.00
timesteps=1257480 - 1258472, avg episodic return=10.00
timesteps=1257480 - 1258408, avg episodic return=10.00
timesteps=1257512 - 1258472, avg episodic return=10.00
timesteps=1258504 - 1259496, avg episodic return=10.00
timesteps=1258504 - 1259496, avg episodic return=10.00
timesteps=1258504 - 1259496, avg episodic return=10.00
timesteps=1258504 - 1259496, avg episodic return=9.69
timesteps=1258504 - 1259496, avg episodic return=10.00
timesteps=1259528 - 1260488, avg episodic return=10.00
timesteps=1259528 - 1260520, avg episodic return=10.00
timesteps=1259528 - 1260520, avg episodic return=10.00
timesteps=1259560 - 1260328, avg episodic return=10.00
timesteps=1259528 - 1260520, avg episodic return=10.00
timesteps=1260552 - 1261416, avg episodic return=9.57
timesteps=1260584 - 1261544, avg episodic return=10.00
timesteps=1260552 - 1261544, avg episodic return=10.00
timesteps=1260648 - 1261512, avg episodic return=10.00
timesteps=1260552 - 1261544, avg episodic return=10.00
timesteps=1261640 - 1262536, avg episodic return=10.43
timesteps=1261576 - 1262568, avg episodic return=10.00
timesteps=1261576 - 1262568, avg episodic return=10.00
timesteps=1261608 - 1262568, avg episodic return=10.00
timesteps=1261576 - 1262568, avg episodic return=10.00
timesteps=1262600 - 1263528, avg episodic return=10.00
timesteps=1262600 - 1263592, avg episodic return=10.00
timesteps=1262600 - 1263592, avg episodic return=10.00
timesteps=1262664 - 1263592, avg episodic return=10.00
timesteps=1262600 - 1263592, avg episodic return=10.00
timesteps=1263624 - 1264488, avg episodic return=10.00
timesteps=1263624 - 1264616, avg episodic return=10.00
timesteps=1263656 - 1264616, avg episodic return=10.00
timesteps=1263624 - 1264616, avg episodic return=10.00
timesteps=1263624 - 1264584, avg episodic return=10.00
timesteps=1264648 - 1265640, avg episodic return=10.38
timesteps=1264648 - 1265608, avg episodic return=9.71
timesteps=1264648 - 1265640, avg episodic return=10.00
timesteps=1264744 - 1265640, avg episodic return=10.00
timesteps=1264648 - 1265608, avg episodic return=10.00
timesteps=1265672 - 1266664, avg episodic return=10.00
timesteps=1265704 - 1266632, avg episodic return=10.00
timesteps=1265672 - 1266664, avg episodic return=10.00
timesteps=1265672 - 1266664, avg episodic return=10.00
timesteps=1265736 - 1266632, avg episodic return=10.00
timesteps=1266728 - 1267624, avg episodic return=10.00
timesteps=1266696 - 1267688, avg episodic return=10.00
timesteps=1266728 - 1267688, avg episodic return=10.00
timesteps=1266696 - 1267688, avg episodic return=10.00
timesteps=1266696 - 1267688, avg episodic return=10.00
timesteps=1267752 - 1268584, avg episodic return=10.00
timesteps=1267720 - 1268680, avg episodic return=10.00
timesteps=1267720 - 1268712, avg episodic return=10.00
timesteps=1267848 - 1268680, avg episodic return=10.00
timesteps=1267720 - 1268712, avg episodic return=10.00
timesteps=1268808 - 1269736, avg episodic return=10.71
timesteps=1268744 - 1269736, avg episodic return=10.00
timesteps=1268744 - 1269736, avg episodic return=10.00
timesteps=1268808 - 1269672, avg episodic return=10.00
timesteps=1268744 - 1269704, avg episodic return=10.20
timesteps=1269864 - 1270760, avg episodic return=10.50
timesteps=1269768 - 1270760, avg episodic return=10.00
timesteps=1269768 - 1270760, avg episodic return=10.00
timesteps=1269768 - 1270664, avg episodic return=10.00
timesteps=1269800 - 1270760, avg episodic return=10.00
timesteps=1270792 - 1271656, avg episodic return=10.00
timesteps=1270824 - 1271784, avg episodic return=10.00
timesteps=1270824 - 1271784, avg episodic return=10.00
timesteps=1270792 - 1271560, avg episodic return=10.00
timesteps=1270824 - 1271784, avg episodic return=10.00
timesteps=1271816 - 1272744, avg episodic return=10.00
timesteps=1271816 - 1272808, avg episodic return=10.00
timesteps=1271848 - 1272808, avg episodic return=10.00
timesteps=1271816 - 1272744, avg episodic return=10.00
timesteps=1271816 - 1272808, avg episodic return=10.00
timesteps=1272840 - 1273768, avg episodic return=10.00
timesteps=1272904 - 1273832, avg episodic return=10.00
timesteps=1272872 - 1273832, avg episodic return=10.00
timesteps=1272840 - 1273800, avg episodic return=10.00
timesteps=1272840 - 1273832, avg episodic return=10.00
timesteps=1273960 - 1274856, avg episodic return=10.00
timesteps=1273864 - 1274856, avg episodic return=10.00
timesteps=1273864 - 1274824, avg episodic return=10.00
timesteps=1273928 - 1274856, avg episodic return=10.00
timesteps=1273864 - 1274856, avg episodic return=10.00
timesteps=1274888 - 1275816, avg episodic return=10.00
timesteps=1274920 - 1275880, avg episodic return=10.00
timesteps=1274888 - 1275880, avg episodic return=10.00
timesteps=1274888 - 1275848, avg episodic return=10.00
timesteps=1274888 - 1275880, avg episodic return=10.00
timesteps=1275912 - 1276840, avg episodic return=9.50
timesteps=1275912 - 1276872, avg episodic return=10.32
timesteps=1275912 - 1276904, avg episodic return=10.00
timesteps=1275976 - 1276904, avg episodic return=10.00
timesteps=1275912 - 1276904, avg episodic return=10.00
timesteps=1277000 - 1277928, avg episodic return=10.00
timesteps=1276936 - 1277928, avg episodic return=10.00
timesteps=1276968 - 1277928, avg episodic return=10.00
timesteps=1276968 - 1277896, avg episodic return=10.00
