## SLURM PROLOG ###############################################################
##    Job ID : 8517534
##  Job Name : runs_rocksample_15_15_transformer
##  Nodelist : gpu2107
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 07:30:11 PM EST 2025
###############################################################################
obs (65,)
timesteps=385040 - 386960, avg episodic return=11.00
timesteps=385296 - 386576, avg episodic return=10.00
timesteps=385168 - 386704, avg episodic return=10.00
timesteps=385424 - 386832, avg episodic return=15.00
timesteps=387472 - 388752, avg episodic return=11.00
timesteps=387856 - 389008, avg episodic return=10.00
timesteps=388752 - 389008, avg episodic return=10.00
timesteps=387216 - 389008, avg episodic return=11.43
timesteps=387344 - 388880, avg episodic return=8.75
timesteps=389264 - 390288, avg episodic return=13.33
timesteps=389904 - 391056, avg episodic return=8.00
timesteps=389264 - 391056, avg episodic return=10.00
timesteps=389264 - 391056, avg episodic return=10.00
timesteps=389136 - 390416, avg episodic return=8.00
timesteps=392208 - 393104, avg episodic return=8.00
timesteps=391184 - 393104, avg episodic return=13.00
timesteps=391184 - 393104, avg episodic return=10.00
timesteps=391568 - 392848, avg episodic return=11.11
timesteps=391184 - 392848, avg episodic return=10.00
timesteps=393232 - 394768, avg episodic return=10.00
timesteps=393616 - 395024, avg episodic return=10.00
timesteps=393360 - 394128, avg episodic return=6.67
timesteps=393744 - 395152, avg episodic return=10.00
timesteps=393232 - 395152, avg episodic return=6.67
timesteps=395280 - 397200, avg episodic return=10.00
timesteps=395664 - 396560, avg episodic return=10.00
timesteps=395408 - 396944, avg episodic return=10.00
timesteps=395280 - 397072, avg episodic return=10.00
timesteps=395664 - 397200, avg episodic return=11.43
timesteps=397328 - 399120, avg episodic return=10.00
timesteps=397456 - 399248, avg episodic return=10.00
timesteps=397456 - 399120, avg episodic return=11.67
timesteps=397328 - 398864, avg episodic return=9.00
timesteps=397328 - 399120, avg episodic return=8.89
timesteps=399760 - 400784, avg episodic return=10.00
timesteps=399632 - 401168, avg episodic return=7.78
timesteps=399504 - 401296, avg episodic return=8.33
timesteps=399632 - 401040, avg episodic return=10.00
timesteps=399504 - 401296, avg episodic return=11.67
timesteps=401680 - 403216, avg episodic return=10.00
timesteps=401424 - 403216, avg episodic return=11.00
timesteps=401552 - 402704, avg episodic return=10.00
timesteps=401808 - 403344, avg episodic return=10.00
timesteps=401808 - 402960, avg episodic return=10.00
timesteps=403472 - 405008, avg episodic return=10.00
timesteps=403856 - 405136, avg episodic return=10.00
timesteps=403984 - 405392, avg episodic return=10.00
timesteps=403600 - 404624, avg episodic return=10.00
timesteps=403728 - 405136, avg episodic return=12.86
timesteps=405520 - 407440, avg episodic return=10.00
timesteps=405520 - 406800, avg episodic return=10.00
timesteps=406032 - 407440, avg episodic return=14.00
timesteps=405776 - 407056, avg episodic return=10.00
timesteps=405648 - 406544, avg episodic return=10.00
timesteps=407568 - 409488, avg episodic return=10.00
timesteps=407568 - 409488, avg episodic return=11.43
timesteps=408208 - 409488, avg episodic return=11.11
timesteps=407568 - 409488, avg episodic return=8.89
timesteps=407696 - 409360, avg episodic return=8.00
timesteps=410128 - 410768, avg episodic return=10.00
timesteps=410128 - 411536, avg episodic return=10.00
timesteps=409744 - 411408, avg episodic return=8.75
timesteps=410256 - 411536, avg episodic return=8.00
timesteps=409744 - 411536, avg episodic return=10.00
timesteps=411792 - 413584, avg episodic return=10.00
timesteps=411664 - 413328, avg episodic return=11.43
timesteps=411920 - 413584, avg episodic return=10.00
timesteps=411920 - 413584, avg episodic return=8.00
timesteps=411792 - 413456, avg episodic return=11.67
timesteps=413712 - 415504, avg episodic return=10.00
timesteps=413840 - 415248, avg episodic return=10.00
timesteps=413712 - 415504, avg episodic return=10.00
timesteps=413968 - 415376, avg episodic return=8.00
timesteps=413712 - 415248, avg episodic return=11.67
timesteps=416016 - 417680, avg episodic return=10.00
timesteps=416144 - 417424, avg episodic return=10.00
timesteps=416016 - 417680, avg episodic return=10.91
timesteps=416016 - 417680, avg episodic return=10.00
timesteps=415760 - 417680, avg episodic return=10.00
timesteps=417936 - 419728, avg episodic return=10.00
timesteps=417936 - 419472, avg episodic return=10.00
timesteps=417808 - 419728, avg episodic return=11.67
timesteps=417936 - 419344, avg episodic return=8.00
timesteps=417936 - 419088, avg episodic return=10.00
timesteps=420368 - 421648, avg episodic return=10.00
timesteps=419856 - 421776, avg episodic return=10.00
timesteps=419856 - 421648, avg episodic return=10.00
timesteps=419856 - 421648, avg episodic return=10.00
timesteps=419856 - 421648, avg episodic return=10.77
timesteps=422032 - 423824, avg episodic return=10.00
timesteps=421904 - 423696, avg episodic return=10.00
timesteps=421904 - 423312, avg episodic return=10.00
timesteps=421904 - 423824, avg episodic return=10.00
timesteps=421904 - 423696, avg episodic return=10.00
timesteps=424080 - 425360, avg episodic return=11.43
timesteps=424080 - 425616, avg episodic return=10.00
timesteps=423952 - 425872, avg episodic return=10.00
timesteps=424080 - 425872, avg episodic return=8.89
timesteps=423952 - 425872, avg episodic return=11.43
timesteps=426000 - 427408, avg episodic return=10.00
timesteps=426000 - 427920, avg episodic return=10.00
timesteps=426256 - 427920, avg episodic return=8.18
timesteps=426384 - 427536, avg episodic return=7.50
timesteps=426000 - 427920, avg episodic return=8.75
timesteps=428432 - 429712, avg episodic return=10.00
timesteps=428048 - 429968, avg episodic return=10.00
timesteps=428176 - 429840, avg episodic return=11.25
timesteps=428304 - 429072, avg episodic return=13.33
timesteps=428560 - 429328, avg episodic return=10.00
timesteps=430224 - 432016, avg episodic return=8.89
timesteps=430096 - 432016, avg episodic return=10.00
timesteps=430096 - 431248, avg episodic return=10.00
timesteps=430224 - 432016, avg episodic return=10.00
timesteps=430608 - 431888, avg episodic return=9.09
timesteps=432144 - 433936, avg episodic return=11.67
timesteps=432144 - 434064, avg episodic return=9.23
timesteps=432272 - 433424, avg episodic return=12.00
timesteps=432144 - 433936, avg episodic return=11.43
timesteps=432272 - 433808, avg episodic return=10.00
timesteps=434192 - 436112, avg episodic return=10.00
timesteps=434448 - 436112, avg episodic return=10.00
timesteps=434320 - 436112, avg episodic return=8.57
timesteps=434192 - 435984, avg episodic return=8.89
timesteps=434192 - 436112, avg episodic return=10.00
timesteps=436368 - 438160, avg episodic return=10.00
timesteps=436240 - 437904, avg episodic return=11.11
timesteps=436240 - 438032, avg episodic return=10.00
timesteps=436624 - 438032, avg episodic return=10.00
timesteps=436496 - 438160, avg episodic return=10.00
timesteps=438288 - 440208, avg episodic return=10.00
timesteps=438416 - 439952, avg episodic return=10.00
timesteps=439696 - 440208, avg episodic return=12.00
timesteps=438288 - 439696, avg episodic return=9.00
timesteps=438288 - 440208, avg episodic return=10.00
timesteps=440464 - 442000, avg episodic return=10.00
timesteps=440592 - 442128, avg episodic return=10.00
timesteps=440720 - 442128, avg episodic return=10.00
timesteps=440336 - 442256, avg episodic return=10.00
timesteps=440592 - 442128, avg episodic return=10.00
timesteps=442512 - 444176, avg episodic return=10.00
timesteps=442512 - 443536, avg episodic return=10.00
timesteps=442512 - 443792, avg episodic return=7.50
timesteps=442384 - 443792, avg episodic return=8.75
timesteps=442896 - 444304, avg episodic return=10.00
timesteps=444816 - 446352, avg episodic return=10.00
timesteps=444432 - 446352, avg episodic return=10.00
timesteps=444944 - 446352, avg episodic return=8.75
timesteps=444688 - 446352, avg episodic return=10.00
timesteps=444944 - 446352, avg episodic return=10.00
timesteps=446992 - 447888, avg episodic return=10.00
timesteps=446480 - 447888, avg episodic return=10.00
timesteps=446480 - 448144, avg episodic return=10.00
timesteps=446736 - 448144, avg episodic return=10.00
timesteps=446480 - 448400, avg episodic return=10.00
timesteps=448656 - 449040, avg episodic return=12.00
timesteps=448528 - 450320, avg episodic return=10.00
timesteps=448528 - 450320, avg episodic return=10.00
timesteps=448912 - 450064, avg episodic return=10.00
timesteps=449168 - 450448, avg episodic return=8.00
timesteps=450704 - 452368, avg episodic return=9.09
timesteps=450832 - 452112, avg episodic return=11.43
timesteps=451856 - 451856, avg episodic return=10.00
timesteps=450832 - 452496, avg episodic return=10.00
timesteps=450832 - 452240, avg episodic return=10.00
timesteps=452752 - 454032, avg episodic return=10.00
timesteps=452624 - 454416, avg episodic return=10.00
timesteps=452752 - 454544, avg episodic return=10.00
timesteps=453008 - 454416, avg episodic return=10.00
timesteps=452752 - 454544, avg episodic return=9.17
timesteps=454800 - 456464, avg episodic return=11.67
timesteps=454672 - 456464, avg episodic return=11.00
timesteps=454672 - 456592, avg episodic return=8.57
timesteps=455312 - 456464, avg episodic return=10.00
timesteps=454928 - 456208, avg episodic return=11.67
timesteps=456848 - 458640, avg episodic return=10.00
timesteps=456720 - 458512, avg episodic return=8.75
timesteps=456720 - 458128, avg episodic return=10.00
timesteps=456720 - 458256, avg episodic return=11.25
timesteps=456848 - 458000, avg episodic return=12.50
timesteps=459280 - 460432, avg episodic return=10.00
timesteps=458896 - 460688, avg episodic return=10.00
timesteps=459152 - 460688, avg episodic return=10.00
timesteps=459024 - 460304, avg episodic return=10.00
timesteps=458768 - 460560, avg episodic return=10.00
timesteps=461072 - 461968, avg episodic return=10.00
timesteps=461072 - 462352, avg episodic return=10.00
timesteps=460944 - 462736, avg episodic return=10.00
timesteps=460944 - 462736, avg episodic return=10.00
timesteps=461328 - 461968, avg episodic return=10.00
timesteps=463248 - 464784, avg episodic return=11.11
timesteps=462864 - 464784, avg episodic return=8.33
timesteps=463120 - 464016, avg episodic return=10.00
timesteps=462864 - 464528, avg episodic return=10.91
timesteps=463120 - 464528, avg episodic return=10.00
timesteps=464912 - 466192, avg episodic return=10.00
timesteps=464912 - 466576, avg episodic return=10.00
timesteps=465040 - 466832, avg episodic return=7.86
timesteps=464912 - 466576, avg episodic return=10.00
timesteps=465040 - 466704, avg episodic return=10.00
timesteps=467088 - 468752, avg episodic return=10.00
timesteps=466960 - 468624, avg episodic return=10.00
timesteps=467088 - 468624, avg episodic return=10.00
timesteps=466960 - 468240, avg episodic return=10.00
timesteps=467344 - 468880, avg episodic return=11.67
timesteps=469008 - 470800, avg episodic return=11.67
timesteps=469008 - 470672, avg episodic return=10.00
timesteps=469008 - 470672, avg episodic return=10.00
timesteps=469136 - 470928, avg episodic return=10.00
timesteps=469136 - 470800, avg episodic return=10.00
timesteps=471056 - 472976, avg episodic return=10.00
timesteps=471312 - 472976, avg episodic return=8.75
timesteps=471056 - 472848, avg episodic return=10.00
timesteps=471184 - 472848, avg episodic return=8.57
timesteps=471312 - 472720, avg episodic return=10.00
timesteps=473104 - 474896, avg episodic return=10.00
timesteps=473104 - 474768, avg episodic return=11.00
timesteps=473104 - 474896, avg episodic return=10.00
timesteps=473104 - 474896, avg episodic return=9.00
timesteps=473104 - 474896, avg episodic return=10.00
timesteps=475664 - 476944, avg episodic return=10.00
timesteps=475152 - 476560, avg episodic return=10.00
timesteps=475280 - 477072, avg episodic return=10.00
timesteps=475536 - 476816, avg episodic return=10.00
timesteps=475792 - 477072, avg episodic return=10.00
timesteps=477200 - 479120, avg episodic return=7.14
timesteps=477584 - 479120, avg episodic return=10.00
timesteps=477200 - 478992, avg episodic return=9.00
timesteps=477200 - 478992, avg episodic return=11.67
timesteps=477584 - 478992, avg episodic return=10.00
timesteps=479888 - 481040, avg episodic return=10.00
timesteps=479248 - 480784, avg episodic return=10.00
timesteps=479248 - 480912, avg episodic return=10.91
timesteps=479504 - 481168, avg episodic return=10.00
timesteps=480144 - 481040, avg episodic return=10.00
timesteps=481552 - 482448, avg episodic return=8.57
timesteps=481296 - 483216, avg episodic return=10.00
timesteps=481296 - 483216, avg episodic return=10.00
timesteps=481552 - 482960, avg episodic return=10.00
timesteps=481424 - 482960, avg episodic return=10.00
timesteps=483344 - 484496, avg episodic return=10.00
timesteps=483728 - 485264, avg episodic return=8.33
timesteps=483600 - 485264, avg episodic return=8.57
timesteps=483472 - 485008, avg episodic return=10.00
timesteps=483600 - 483984, avg episodic return=10.00
timesteps=485392 - 487056, avg episodic return=10.00
timesteps=485392 - 487184, avg episodic return=11.67
timesteps=486160 - 486544, avg episodic return=10.00
timesteps=485392 - 487312, avg episodic return=10.00
timesteps=485392 - 487056, avg episodic return=11.67
timesteps=487440 - 488976, avg episodic return=8.75
timesteps=487440 - 489360, avg episodic return=11.43
timesteps=487568 - 489232, avg episodic return=10.00
timesteps=487440 - 489360, avg episodic return=10.00
timesteps=487952 - 488976, avg episodic return=10.00
timesteps=489744 - 491408, avg episodic return=5.56
timesteps=489488 - 491280, avg episodic return=10.71
timesteps=489488 - 491408, avg episodic return=10.00
timesteps=489488 - 491408, avg episodic return=11.25
timesteps=489616 - 490896, avg episodic return=10.00
timesteps=491920 - 493328, avg episodic return=8.57
timesteps=491536 - 492816, avg episodic return=10.00
timesteps=491792 - 493328, avg episodic return=10.00
timesteps=491920 - 493200, avg episodic return=10.00
timesteps=491536 - 493456, avg episodic return=10.00
timesteps=493584 - 493840, avg episodic return=6.67
timesteps=493968 - 495376, avg episodic return=10.00
timesteps=493584 - 495504, avg episodic return=9.00
timesteps=493584 - 494992, avg episodic return=10.00
timesteps=493584 - 495376, avg episodic return=7.50
timesteps=495632 - 497296, avg episodic return=10.00
timesteps=495760 - 497552, avg episodic return=10.00
timesteps=495632 - 497552, avg episodic return=10.00
timesteps=495888 - 497552, avg episodic return=10.00
timesteps=495632 - 497296, avg episodic return=11.00
timesteps=498832 - 499472, avg episodic return=10.00
timesteps=497936 - 499600, avg episodic return=10.00
timesteps=497680 - 499344, avg episodic return=10.00
timesteps=497808 - 499344, avg episodic return=10.00
timesteps=497808 - 499600, avg episodic return=7.50
timesteps=499728 - 501520, avg episodic return=9.17
timesteps=500112 - 501648, avg episodic return=10.00
timesteps=500368 - 501136, avg episodic return=10.00
timesteps=499856 - 501520, avg episodic return=10.00
timesteps=500368 - 501648, avg episodic return=10.00
timesteps=502160 - 503696, avg episodic return=10.00
timesteps=501776 - 503696, avg episodic return=10.00
