## SLURM PROLOG ###############################################################
##    Job ID : 8517585
##  Job Name : runs_rocksample_11_11_transformer
##  Nodelist : gpu2101
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 08:10:02 PM EST 2025
###############################################################################
obs (49,)
timesteps=218824 - 218824, avg episodic return=10.00
timesteps=218504 - 218984, avg episodic return=10.00
timesteps=218120 - 219112, avg episodic return=11.67
timesteps=218344 - 218632, avg episodic return=6.67
timesteps=219720 - 220136, avg episodic return=10.00
timesteps=219432 - 220072, avg episodic return=10.00
timesteps=219176 - 219848, avg episodic return=5.00
timesteps=220200 - 220200, avg episodic return=10.00
timesteps=220840 - 220936, avg episodic return=10.00
timesteps=220712 - 220712, avg episodic return=10.00
timesteps=220200 - 220680, avg episodic return=7.50
timesteps=221896 - 221896, avg episodic return=10.00
timesteps=221416 - 221480, avg episodic return=15.00
timesteps=221320 - 221768, avg episodic return=10.00
timesteps=221288 - 222056, avg episodic return=6.67
timesteps=222248 - 222984, avg episodic return=6.67
timesteps=222504 - 222504, avg episodic return=0.00
timesteps=222376 - 223208, avg episodic return=13.33
timesteps=222856 - 222984, avg episodic return=0.00
timesteps=222408 - 222408, avg episodic return=10.00
timesteps=223240 - 223496, avg episodic return=5.00
timesteps=224168 - 224232, avg episodic return=15.00
timesteps=224456 - 225096, avg episodic return=0.00
timesteps=224904 - 224904, avg episodic return=10.00
timesteps=224456 - 225160, avg episodic return=10.00
timesteps=225704 - 225960, avg episodic return=10.00
timesteps=225864 - 225864, avg episodic return=20.00
timesteps=225544 - 225544, avg episodic return=20.00
timesteps=226120 - 226120, avg episodic return=20.00
timesteps=225384 - 226120, avg episodic return=10.00
timesteps=226312 - 226312, avg episodic return=10.00
timesteps=226824 - 226984, avg episodic return=0.00
timesteps=226312 - 226504, avg episodic return=10.00
timesteps=227336 - 228264, avg episodic return=12.50
timesteps=227624 - 227880, avg episodic return=13.33
timesteps=227336 - 228104, avg episodic return=0.00
timesteps=227400 - 227752, avg episodic return=10.00
timesteps=228520 - 229288, avg episodic return=13.33
timesteps=228680 - 229224, avg episodic return=-5.00
timesteps=229160 - 229224, avg episodic return=10.00
timesteps=228648 - 229032, avg episodic return=10.00
timesteps=230120 - 230216, avg episodic return=10.00
timesteps=229960 - 230120, avg episodic return=5.00
timesteps=229544 - 229896, avg episodic return=16.67
timesteps=229480 - 229512, avg episodic return=15.00
timesteps=229640 - 229640, avg episodic return=-30.00
timesteps=231176 - 231176, avg episodic return=0.00
timesteps=231400 - 231400, avg episodic return=0.00
timesteps=230408 - 230984, avg episodic return=10.00
timesteps=231240 - 231240, avg episodic return=10.00
timesteps=231560 - 232104, avg episodic return=0.00
timesteps=231432 - 232104, avg episodic return=5.00
timesteps=231688 - 232360, avg episodic return=8.00
timesteps=231560 - 232200, avg episodic return=13.33
timesteps=233288 - 233288, avg episodic return=10.00
timesteps=233064 - 233320, avg episodic return=6.67
timesteps=233192 - 233224, avg episodic return=20.00
timesteps=232872 - 233288, avg episodic return=10.00
timesteps=233800 - 233928, avg episodic return=-5.00
timesteps=234184 - 234312, avg episodic return=0.00
timesteps=233736 - 234248, avg episodic return=15.00
timesteps=234376 - 234408, avg episodic return=10.00
timesteps=233480 - 234184, avg episodic return=10.00
timesteps=234984 - 235432, avg episodic return=25.00
timesteps=235272 - 235272, avg episodic return=10.00
timesteps=234504 - 235304, avg episodic return=11.67
timesteps=234600 - 234984, avg episodic return=-15.00
timesteps=234696 - 235432, avg episodic return=12.00
timesteps=236520 - 236520, avg episodic return=10.00
timesteps=235880 - 236168, avg episodic return=10.00
timesteps=235592 - 235592, avg episodic return=0.00
timesteps=235976 - 236424, avg episodic return=13.33
timesteps=236648 - 237352, avg episodic return=10.00
timesteps=237256 - 237256, avg episodic return=20.00
timesteps=236904 - 236904, avg episodic return=10.00
timesteps=236616 - 237512, avg episodic return=15.00
timesteps=238152 - 238248, avg episodic return=0.00
timesteps=237704 - 238568, avg episodic return=3.33
timesteps=237800 - 238376, avg episodic return=2.00
timesteps=237608 - 238248, avg episodic return=-5.00
timesteps=238728 - 238728, avg episodic return=10.00
timesteps=238696 - 239144, avg episodic return=10.00
timesteps=239208 - 239240, avg episodic return=0.00
timesteps=239112 - 239496, avg episodic return=10.00
timesteps=239720 - 240520, avg episodic return=0.00
timesteps=239688 - 239976, avg episodic return=6.67
timesteps=239848 - 239848, avg episodic return=10.00
timesteps=239688 - 240328, avg episodic return=-15.00
timesteps=240904 - 241640, avg episodic return=10.00
timesteps=241544 - 241544, avg episodic return=10.00
timesteps=241128 - 241128, avg episodic return=20.00
timesteps=240776 - 241064, avg episodic return=0.00
timesteps=241672 - 242408, avg episodic return=15.00
timesteps=242216 - 242664, avg episodic return=7.50
timesteps=241928 - 242664, avg episodic return=2.50
timesteps=241832 - 241832, avg episodic return=20.00
timesteps=241960 - 242472, avg episodic return=10.00
timesteps=243240 - 243400, avg episodic return=10.00
timesteps=243400 - 243528, avg episodic return=10.00
timesteps=242888 - 243464, avg episodic return=10.00
timesteps=243400 - 243560, avg episodic return=3.33
timesteps=243720 - 244712, avg episodic return=12.50
timesteps=244040 - 244040, avg episodic return=10.00
timesteps=244072 - 244392, avg episodic return=5.00
timesteps=244424 - 244424, avg episodic return=10.00
timesteps=243816 - 244136, avg episodic return=10.00
timesteps=244904 - 245608, avg episodic return=10.00
timesteps=244968 - 245544, avg episodic return=12.86
timesteps=244744 - 245480, avg episodic return=13.33
timesteps=244872 - 245640, avg episodic return=10.00
timesteps=246408 - 246408, avg episodic return=10.00
timesteps=246024 - 246440, avg episodic return=8.00
timesteps=245896 - 246312, avg episodic return=5.00
timesteps=245896 - 246568, avg episodic return=11.67
timesteps=247400 - 247400, avg episodic return=0.00
timesteps=247240 - 247752, avg episodic return=5.00
timesteps=247048 - 247560, avg episodic return=-6.67
timesteps=248552 - 248552, avg episodic return=10.00
timesteps=248040 - 248808, avg episodic return=6.67
timesteps=248072 - 248648, avg episodic return=3.33
timesteps=247848 - 248168, avg episodic return=-25.00
timesteps=247880 - 248072, avg episodic return=13.33
timesteps=249192 - 249768, avg episodic return=10.00
timesteps=249032 - 249832, avg episodic return=7.50
timesteps=249160 - 249832, avg episodic return=10.00
timesteps=248840 - 249352, avg episodic return=12.50
timesteps=249864 - 250280, avg episodic return=-6.67
timesteps=249992 - 250728, avg episodic return=13.33
timesteps=250024 - 250568, avg episodic return=10.00
timesteps=251144 - 251880, avg episodic return=6.67
timesteps=250984 - 250984, avg episodic return=10.00
timesteps=251400 - 251560, avg episodic return=10.00
timesteps=251592 - 251592, avg episodic return=-20.00
timesteps=251016 - 251016, avg episodic return=10.00
timesteps=252200 - 252520, avg episodic return=6.67
timesteps=252040 - 252392, avg episodic return=10.00
timesteps=252552 - 252552, avg episodic return=10.00
timesteps=251912 - 252872, avg episodic return=11.25
timesteps=253768 - 253768, avg episodic return=10.00
timesteps=253192 - 253736, avg episodic return=8.00
timesteps=253032 - 253448, avg episodic return=10.00
timesteps=253768 - 253768, avg episodic return=10.00
timesteps=254216 - 254216, avg episodic return=10.00
timesteps=254728 - 254728, avg episodic return=10.00
timesteps=254344 - 254344, avg episodic return=10.00
timesteps=254664 - 254664, avg episodic return=10.00
timesteps=254120 - 254184, avg episodic return=6.67
timesteps=255016 - 255720, avg episodic return=3.33
timesteps=255080 - 255432, avg episodic return=10.00
timesteps=255112 - 255976, avg episodic return=8.57
timesteps=256328 - 256968, avg episodic return=13.33
timesteps=256168 - 256424, avg episodic return=10.00
timesteps=256104 - 256104, avg episodic return=30.00
timesteps=257800 - 257800, avg episodic return=5.00
timesteps=257320 - 257416, avg episodic return=15.00
timesteps=257192 - 257992, avg episodic return=8.33
timesteps=257064 - 257928, avg episodic return=14.00
timesteps=258056 - 258632, avg episodic return=-6.67
timesteps=258696 - 258952, avg episodic return=10.00
timesteps=258152 - 258184, avg episodic return=5.00
timesteps=258120 - 258696, avg episodic return=10.00
timesteps=259112 - 259112, avg episodic return=10.00
timesteps=259400 - 259784, avg episodic return=6.67
timesteps=259784 - 259784, avg episodic return=10.00
timesteps=260232 - 260840, avg episodic return=6.67
timesteps=260168 - 261000, avg episodic return=10.00
timesteps=260648 - 261000, avg episodic return=6.00
timesteps=260104 - 260296, avg episodic return=10.00
timesteps=261544 - 261864, avg episodic return=-5.00
timesteps=261160 - 262056, avg episodic return=8.89
timesteps=261160 - 261160, avg episodic return=10.00
timesteps=261160 - 261736, avg episodic return=10.00
timesteps=262664 - 262984, avg episodic return=10.00
timesteps=262440 - 262824, avg episodic return=10.00
timesteps=262408 - 263016, avg episodic return=5.00
timesteps=262216 - 262696, avg episodic return=13.33
timesteps=263304 - 263304, avg episodic return=10.00
timesteps=263816 - 263816, avg episodic return=20.00
timesteps=263464 - 263752, avg episodic return=10.00
timesteps=263240 - 263240, avg episodic return=10.00
timesteps=263304 - 263560, avg episodic return=5.00
timesteps=265096 - 265096, avg episodic return=0.00
timesteps=264808 - 265160, avg episodic return=8.00
timesteps=264296 - 264840, avg episodic return=3.33
timesteps=264744 - 265032, avg episodic return=0.00
timesteps=264360 - 264904, avg episodic return=12.50
timesteps=265512 - 266216, avg episodic return=15.00
timesteps=265256 - 266056, avg episodic return=5.00
timesteps=265672 - 266216, avg episodic return=6.67
timesteps=266600 - 266760, avg episodic return=10.00
timesteps=267016 - 267016, avg episodic return=10.00
timesteps=266504 - 267048, avg episodic return=10.00
timesteps=267496 - 267592, avg episodic return=5.00
timesteps=267464 - 268264, avg episodic return=10.00
timesteps=267400 - 267976, avg episodic return=11.67
timesteps=268520 - 268904, avg episodic return=6.67
timesteps=268584 - 269256, avg episodic return=10.00
timesteps=268456 - 269288, avg episodic return=12.00
timesteps=268296 - 268296, avg episodic return=10.00
timesteps=268392 - 269288, avg episodic return=10.00
timesteps=269576 - 270088, avg episodic return=10.00
timesteps=269544 - 269704, avg episodic return=10.00
timesteps=269352 - 270216, avg episodic return=7.50
timesteps=269640 - 269640, avg episodic return=10.00
timesteps=269672 - 270248, avg episodic return=10.00
timesteps=271048 - 271048, avg episodic return=10.00
timesteps=270504 - 271304, avg episodic return=10.00
timesteps=271016 - 271272, avg episodic return=10.00
timesteps=270760 - 270984, avg episodic return=15.00
timesteps=270600 - 271304, avg episodic return=5.00
timesteps=271848 - 271848, avg episodic return=0.00
timesteps=271400 - 271496, avg episodic return=10.00
timesteps=271560 - 272072, avg episodic return=6.67
timesteps=271592 - 272328, avg episodic return=10.00
timesteps=272776 - 273352, avg episodic return=0.00
timesteps=272584 - 273128, avg episodic return=10.00
timesteps=272744 - 273160, avg episodic return=15.00
timesteps=272456 - 273320, avg episodic return=6.25
timesteps=273480 - 274024, avg episodic return=13.33
timesteps=273544 - 273992, avg episodic return=10.00
timesteps=273992 - 274280, avg episodic return=10.00
timesteps=274344 - 274344, avg episodic return=0.00
timesteps=273416 - 274408, avg episodic return=10.00
timesteps=274664 - 274664, avg episodic return=10.00
timesteps=274920 - 275304, avg episodic return=13.33
timesteps=274472 - 275432, avg episodic return=12.00
timesteps=274952 - 274952, avg episodic return=0.00
timesteps=274440 - 275080, avg episodic return=10.00
timesteps=275976 - 275976, avg episodic return=10.00
timesteps=275816 - 276456, avg episodic return=10.00
timesteps=275560 - 276328, avg episodic return=7.50
timesteps=275656 - 276072, avg episodic return=10.00
timesteps=276104 - 276136, avg episodic return=0.00
timesteps=276552 - 277384, avg episodic return=8.00
timesteps=276680 - 277224, avg episodic return=10.00
timesteps=276680 - 277224, avg episodic return=10.00
timesteps=276552 - 277480, avg episodic return=10.00
timesteps=277800 - 277992, avg episodic return=10.00
timesteps=277576 - 277704, avg episodic return=10.00
timesteps=277800 - 277832, avg episodic return=20.00
timesteps=277992 - 278120, avg episodic return=13.33
timesteps=278728 - 279336, avg episodic return=-3.33
timesteps=278952 - 279240, avg episodic return=10.00
timesteps=278600 - 279368, avg episodic return=11.25
timesteps=278984 - 279272, avg episodic return=5.00
timesteps=278792 - 279336, avg episodic return=10.00
timesteps=280392 - 280392, avg episodic return=0.00
timesteps=280104 - 280456, avg episodic return=8.00
timesteps=279816 - 280168, avg episodic return=10.00
timesteps=279880 - 280264, avg episodic return=10.00
timesteps=280712 - 280936, avg episodic return=15.00
timesteps=280808 - 281576, avg episodic return=10.00
timesteps=280680 - 281544, avg episodic return=6.67
timesteps=280744 - 281128, avg episodic return=0.00
timesteps=281000 - 281448, avg episodic return=10.00
timesteps=281768 - 282280, avg episodic return=5.00
timesteps=281736 - 282344, avg episodic return=8.57
timesteps=281768 - 282472, avg episodic return=8.33
timesteps=281608 - 282056, avg episodic return=10.00
timesteps=281704 - 282376, avg episodic return=7.50
timesteps=282920 - 282920, avg episodic return=10.00
timesteps=283400 - 283496, avg episodic return=5.00
timesteps=282824 - 283496, avg episodic return=2.50
timesteps=282696 - 283272, avg episodic return=10.00
timesteps=283816 - 283880, avg episodic return=10.00
timesteps=283688 - 284648, avg episodic return=8.00
timesteps=283944 - 284616, avg episodic return=10.00
timesteps=284840 - 285576, avg episodic return=12.50
timesteps=284936 - 285320, avg episodic return=13.33
timesteps=284968 - 285288, avg episodic return=10.00
timesteps=285032 - 285032, avg episodic return=10.00
timesteps=284840 - 285480, avg episodic return=10.00
timesteps=285864 - 286280, avg episodic return=10.00
timesteps=285896 - 286632, avg episodic return=12.00
timesteps=285832 - 286408, avg episodic return=10.00
timesteps=286216 - 286536, avg episodic return=10.00
timesteps=287144 - 287464, avg episodic return=10.00
timesteps=287176 - 287208, avg episodic return=10.00
timesteps=286760 - 287528, avg episodic return=10.00
timesteps=286888 - 287208, avg episodic return=5.00
timesteps=286760 - 287720, avg episodic return=8.33
timesteps=288104 - 288456, avg episodic return=0.00
timesteps=287752 - 288552, avg episodic return=10.00
timesteps=287976 - 288680, avg episodic return=12.00
timesteps=287848 - 288552, avg episodic return=6.67
timesteps=287912 - 288712, avg episodic return=8.33
timesteps=288776 - 289576, avg episodic return=14.00
timesteps=288872 - 289320, avg episodic return=10.00
timesteps=289096 - 289672, avg episodic return=10.00
timesteps=289128 - 289128, avg episodic return=10.00
timesteps=288776 - 289672, avg episodic return=13.33
timesteps=289832 - 290792, avg episodic return=8.57
timesteps=290280 - 290440, avg episodic return=7.50
timesteps=289960 - 290792, avg episodic return=12.50
timesteps=290152 - 290664, avg episodic return=0.00
